Customer Name ,Name,Item,Description,Amount,Status,Sales Rep,Support End Date [NEW],Date,Completion Date ,Internal ID,Support Start Date  [New]
Ohio State Athletics,305132 Ohio State Athletics : Ohio State Athletics - Service T&M,Onsite Support,Onsite Troubleshooting,875,Billed,Kory Young,,9/13/2024,,11865,
Mercy Health - West Park,305133 Mercy Health - West Park : Service-Mercy Health-West Park,Onsite Support,Onsite Troubleshooting,582.75,Billed,DEREK  FORNASH,,9/20/2024,,11902,
Western & Southern Financial Group,305134 Western & Southern Financial Group : Service - Western & Southern Financial Group,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,9/26/2024,,11920,
Western & Southern Financial Group,305134 Western & Southern Financial Group : Service - Western & Southern Financial Group,Onsite Support,Onsite Troubleshooting,185,Pending Fulfillment,,,1/7/2025,,11920,
MARX HOT BAGELS,305135 MARX HOT BAGELS : Service - Marx Hot Bagels,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,9/30/2024,,11925,
Boyd Smith Elementary School,305136 Boyd Smith Elementary School : Service-Vartek,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,9/24/2024,,11932,
NEWPORT CENTRAL CATHOLIC HIGH SCHOOL,305137 NEWPORT CENTRAL CATHOLIC HIGH SCHOOL : Service-Newport Central Catholic High School,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,10/1/2024,,11977,
SETON HIGH SCHOOL,305139 SETON HIGH SCHOOL : Support - Seton High School,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,10/3/2024,,11980,
SETON HIGH SCHOOL,305139 SETON HIGH SCHOOL : Support - Seton High School,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,10/3/2024,,11980,
St. Cecilia Catholic Church,305140 St. Cecilia Catholic Church : Service - St. Cecilia Catholic Church,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,12/11/2024,,11982,
St. Cecilia Catholic Church,305140 St. Cecilia Catholic Church : Service - St. Cecilia Catholic Church,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,12/19/2024,,11982,
St. Cecilia Catholic Church,305140 St. Cecilia Catholic Church : Service - St. Cecilia Catholic Church,Onsite Support - After Hours,,330,Billed,DEREK  FORNASH,,9/27/2024,,11982,
Lampton Baptist Church,305141 Lampton Baptist Church : Service - Lampton Baptist Church,Onsite Support,Onsite Troubleshooting,290,Billed,,,10/14/2024,,12004,
FIRST UNITARIAN CHURCH OF CINCINNATI,305143 FIRST UNITARIAN CHURCH OF CINCINNATI : Service - First Unitarian Church of Cincinnati,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,10/17/2024,,12027,
FIRST UNITARIAN CHURCH OF CINCINNATI,305143 FIRST UNITARIAN CHURCH OF CINCINNATI : Service - First Unitarian Church of Cincinnati,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,11/14/2024,,12027,
FIRST UNITARIAN CHURCH OF CINCINNATI,305143 FIRST UNITARIAN CHURCH OF CINCINNATI : Service - First Unitarian Church of Cincinnati,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,12/9/2024,,12027,
Elsmere Baptist Church,305144 Elsmere Baptist Church : Service - Elsmere Baptist Church,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,10/8/2024,,12041,
FOREST HILLS SCHOOL DISTRICT,305145 FOREST HILLS SCHOOL DISTRICT : Service-FOREST HILLS SCHOOL DISTRICT,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,10/7/2024,,12051,
FOREST HILLS SCHOOL DISTRICT,305145 FOREST HILLS SCHOOL DISTRICT : Service-FOREST HILLS SCHOOL DISTRICT,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,12/10/2024,,12051,
Lloyd High School,305146 Lloyd High School : Service-Lloyd High School,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,10/17/2024,,12092,
General Electric Aviation,305148 General Electric Aviation : Service - General Electric Aviation,Onsite Support,Onsite Troubleshooting,740,Billed,,,11/1/2024,,12216,
BIBLE BAPTIST CHURCH,305149 BIBLE BAPTIST CHURCH : Service - Bible Baptist Church,Onsite Support,Onsite Troubleshooting,508.75,Billed,DEREK  FORNASH,,10/31/2024,,12229,
RJE,305151 RJE : Service - RJE,Onsite Support,Onsite Troubleshooting,125,Billed,ANDREA  NICHOLSON,,12/5/2024,,12257,
Givaudan Flavors Corp.,305152 Givaudan Flavors Corp. : Service - Givaudan Flavors Corp.,Onsite Support,Onsite Troubleshooting,508.75,Billed,DEREK  FORNASH,,10/23/2024,,12260,
OrthoIndy,305153 OrthoIndy : Service - OrthoIndy,Onsite Support,Onsite Troubleshooting,500,Billed,Whitney Turso,,11/11/2024,,12286,
Owen County Schools,305154 Owen County Schools : Service-Own County Schools,Onsite Support,Onsite Troubleshooting,925,Billed,DEREK  FORNASH,,11/8/2024,,12298,
GOSHEN LOCAL SCHOOL DISTRICT : GOSHEN MIDDLE SCHOOL,305155 GOSHEN LOCAL SCHOOL DISTRICT : GOSHEN MIDDLE SCHOOL : Service - Goshen Middle School,Onsite Support,Onsite Troubleshooting,277.5,Billed,,,10/30/2024,,12340,
DCCH Center for Children and Families,305158 DCCH Center for Children and Families : Service-DCCH Center,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,11/6/2024,,12367,
DCCH Center for Children and Families,305158 DCCH Center for Children and Families : Service-DCCH Center,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,11/21/2024,,12367,
DCCH Center for Children and Families,305158 DCCH Center for Children and Families : Service-DCCH Center,Onsite Support,Onsite Troubleshooting,370,Pending Billing,DEREK  FORNASH,,1/17/2025,,12367,
United Methodist Churches of Indiana,305160 United Methodist Churches of Indiana : Service - United Methodist Churches of Indiana,Onsite Support,Onsite Troubleshooting,125,Billed,Whitney Turso,,11/12/2024,12/16/2024,12410,12/16/2024
Monti Inc.,305161 Monti Inc. : Service- Monti Inc.,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,11/27/2024,,12497,
MERCY MCAULEY HIGH SCHOOL,305162 MERCY MCAULEY HIGH SCHOOL : Service-Mercy Mcauley High School,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,12/11/2024,,12522,
ST. PAUL CATHOLIC SCHOOL,305163 ST. PAUL CATHOLIC SCHOOL : ClearTouch PM,Onsite Support,Onsite Troubleshooting,3700,Billed,DEREK  FORNASH,,12/9/2024,,12534,
CATHEDRAL BASILICA OF THE ASSUMPTION,305164 CATHEDRAL BASILICA OF THE ASSUMPTION : Service - CATHEDRAL BASILICA OF THE ASSUMPTION,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,12/9/2024,,12549,
Old Saint Mary's,305165 Old Saint Mary's : Service - Old Saint Mary's,Onsite Support,Onsite Troubleshooting,508.75,Billed,DEREK  FORNASH,,12/9/2024,,12591,
Eastside Church of the Nazarene,305166 Eastside Church of the Nazarene : Service - Eastside Church of the Nazarene,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,12/4/2024,,12614,
Glamour Nails and Spa,305173 Glamour Nails and Spa : Service - Glamour Nails and Spa,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,12/12/2024,,12635,
GALLATIN COUNTY SCHOOLS,305174 GALLATIN COUNTY SCHOOLS : Service - Gallatin County Schools,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,12/10/2024,,12647,
GREENFIELD EXEMPTED VILLAGE SCHOOLS,305176 GREENFIELD EXEMPTED VILLAGE SCHOOLS : Service - GREENFIELD EXEMPTED VILLAGE SCHOOLS,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,12/16/2024,,12683,
Providence Pavilion,305177 Providence Pavilion : Service - Providence Pavilion,Onsite Support,Onsite Troubleshooting,212.75,Billed,DEREK  FORNASH,,12/12/2024,,12710,
CINCINNATI ASSOCIATION FOR THE BLIND AND VISUALLY IMPAIRED,305178 CINCINNATI ASSOCIATION FOR THE BLIND AND VISUALLY IMPAIRED : Service - Cincinnati Association for the Blind and Visually Impaired,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,1/15/2025,,12712,
SYMMES ELEMENTARY SCHOOL,305179 SYMMES ELEMENTARY SCHOOL : Service - Symmes Elementary School,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,12/17/2024,,12756,
RIVER CITY CORRECTIONAL CENTER,305183 RIVER CITY CORRECTIONAL CENTER : Service - River City Correctional Center,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,1/14/2025,,12800,
CAMCO CHEMICAL,305186 CAMCO CHEMICAL : Service-Camco Chemical,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,1/15/2025,,12837,
WHITEHORSE FREIGHT,305188 WHITEHORSE FREIGHT : Service-Whitehorse Freight,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,1/14/2025,,12849,
Pleasure Ridge Park High School,305189 Pleasure Ridge Park High School : 2025 Service T&M,Onsite Support,Onsite Troubleshooting,162.5,Pending Billing,,,1/17/2025,,12957,
Pleasure Ridge Park High School-Lou,305191 Pleasure Ridge Park High School-Lou : Service T&M,Onsite Support,Onsite Troubleshooting,462.5,Partially Fulfilled,TOMMY  KINNAIRD,,1/17/2025,,12964,
American Structurepoint,30531 American Structurepoint : USB Extention American Structurepoint 4th floor conference room,Onsite Support,Onsite Troubleshooting,250,Billed,ANDREA  NICHOLSON,,8/20/2024,,11650,
Louisville Riverbats (Diamond Baseball Holdings),30547 Louisville Riverbats (Diamond Baseball Holdings) : WIreless Camera Solutions,Onsite Support,Onsite Troubleshooting,1015,Closed,TOMMY  KINNAIRD,,7/29/2024,8/28/2024,11427,8/28/2024
Merchants Bank,"30548 Merchants Bank : Oakbrook, IL - Conf Room",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1680,Partially Fulfilled,Brian Moloney,12/1/2027,7/26/2024,,11411,
"Nationwide Children's Hospital, Inc.","30565 Nationwide Children's Hospital, Inc. : NCH - BH0202",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",880,Partially Fulfilled,Brian Moloney,,8/19/2024,,11636,
"Nationwide Children's Hospital, Inc.","30566 Nationwide Children's Hospital, Inc. : NCH - Stock for Legacy reworks",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1400,Billed,Brian Moloney,,8/19/2024,,11637,
Invest Hamilton County,30579 Invest Hamilton County : AV Support 9/6 Bridgewater,Onsite Support,Onsite Troubleshooting,1500,Billed,ANDREA  NICHOLSON,,7/30/2024,9/25/2024,11435,9/25/2024
"Nationwide Children's Hospital, Inc.","30587 Nationwide Children's Hospital, Inc. : NCH - 85"" and 43"" dispplay",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",280,Billed,Brian Moloney,9/17/2027,7/31/2024,,11446,
"Nationwide Children's Hospital, Inc.","30589 Nationwide Children's Hospital, Inc. : NCH - TP and Poly stock",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",272,Billed,Brian Moloney,9/17/2027,8/6/2024,11/18/2024,11490,11/18/2024
Hoosier Village,30650 Hoosier Village : Chapel AV System - System Evaluation,Onsite Support,Onsite Troubleshooting,200,Billed,ANDREA  NICHOLSON,,8/6/2024,12/10/2024,11487,12/10/2024
KROGER COMPANY,30668 KROGER COMPANY : FC-02 MTR-Paging-AV Support Contract,Kroger Motorola Support,"Motorola Complete Care for XPR 7550. Includes repair and/or replacement for damaged radios. Shipping costs are covered to Motorola and the return. The original site programming is included on all repaired/replaced radios. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. To be paid annually.",18000,Billed,PATRICK D FRIEND,,8/6/2024,,11493,
KROGER COMPANY,30668 KROGER COMPANY : FC-02 MTR-Paging-AV Support Contract,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,8/6/2024,,11493,
KROGER COMPANY,30669 KROGER COMPANY : FC-07 MTR-Paging-AV Support Contract,Kroger Motorola Support,"Motorola Complete Care for XPR 7550. Includes repair and/or replacement for damaged radios. Shipping costs are covered to Motorola and the return. The original site programming is included on all repaired/replaced radios. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. To be paid annually.",18000,Billed,PATRICK D FRIEND,,8/6/2024,,11491,
KROGER COMPANY,30669 KROGER COMPANY : FC-07 MTR-Paging-AV Support Contract,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,8/6/2024,,11491,
Indiana Wesleyan,30684 Indiana Wesleyan : IWU - Elder Hall Room 351 - Newline,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",675,Billed,Andrea Mikels,9/30/2027,8/30/2024,12/16/2024,11741,12/16/2024
Huseman Group,30713 Huseman Group : Columbus Conf Room & Digital Signage,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3000,Billed,BRAD  COOPER,1/31/2028,9/4/2024,,11762,
Second Presbyterian Church,30720 Second Presbyterian Church : Support Hours,Onsite Support,Onsite Troubleshooting,2500,Billed,ANDREA  NICHOLSON,,8/9/2024,,11543,
City of Marysville,30725 City of Marysville : CoM Police Admin conference room upgrade,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",750,Billed,Cody Ramey,10/18/2027,9/5/2024,11/25/2024,11776,11/25/2024
East Clinton Schools,30749 East Clinton Schools : T&M - East Clinton Schools,Onsite Support,Onsite Troubleshooting,1202.5,Billed,DEREK  FORNASH,,8/16/2024,,11569,
"Nationwide Children's Hospital, Inc.","30768 Nationwide Children's Hospital, Inc. : NCH - PFK Training room S525 3325",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",309.6,Billed,Brian Moloney,10/22/2025,8/19/2024,12/20/2024,11638,12/20/2024
Hoosier Village,30798 Hoosier Village : Chapel Upgrades,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3500,Partially Fulfilled,ANDREA  NICHOLSON,,11/15/2024,,12509,
Wendy's,30823 Wendy's : Wendy's - Digital Signage with coax x3,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",136,Billed,Brian Moloney,9/27/2025,8/22/2024,,11664,
Wendy's,30843 Wendy's : Wendy's - Quad wireless,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",440,Billed,Brian Moloney,10/16/2027,9/13/2024,,11863,
Alta Fiber,30875 Alta Fiber : Dublin Store Small Rm standard,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1300,Pending Fulfillment,BRAD  COOPER,,9/3/2024,,11753,
Indy Chamber of Commerce,30914 Indy Chamber of Commerce : 22nd Floor AV,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9100,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,,11/25/2024,,12564,
